100000 100000
65009 75069 55471
10064 1773 78459
9329 36412 44636
84678 27386 77864
34835 84672 62972
72301 62676 14059
19413 38798 9610
76879 7304 28416
46866 38040 60171
9368 68139 5445
45843 78690 67015
85947 10871 49585
98510 9854 75497
251 33724 6923
75043 27114 36634
93840 53362 78530
97981 33060 29240
52767 3720 90427
96247 98805 38800
15602 40410 81573
25360 65230 67140
79090 45605 79159
10353 89858 97322
49538 29672 22478
44714 68999 2116
49560 32205 39442
8606 42100 79091
5467 15543 14967
16350 58919 31081
34165 78841 25343
63270 33148 30882
11740 48583 43479
77477 26550 57182
48306 53937 4199
92964 67962 89260
23170 37187 94423
71906 92971 32630
6406 93633 39967
44639 63995 40311
8770 81837 73634
24445 2328 4000
39634 27106 69776
41023 66756 74619
84955 45297 41767
43446 16173 73800
96695 87314 55966
32077 2775 6511
25458 1178 5631
23771 90455 69010
68835 9660 32974
92644 51443 18638
78439 58041 57385
21498 83006 76804
23337 53158 36193
47423 73938 81277
11678 47880 8768
88811 56791 16614
34411 48825 66
25099 90873 62623
63849 48976 40694
13499 72147 32220
1611 92622 93651
45457 94552 94937
21557 91272 51809
33973 65579 9164
88801 7133 48965
396 41116 79709
27112 45305 58804
485 40303 73783
85444 97865 1306
25572 98329 408
10148 45224 91044
10965 36578 17760
22932 28638 61655
58346 78694 6494
32384 50508 87802
33093 67676 60898
86299 17779 62967
92365 28299 22994
91628 51065 50786
79876 31868 57748
20403 16796 45577
10291 35401 85896
1291 83643 53763
89272 60624 73172
7969 47102 32137
58118 74358 72026
24494 67490 12504
58180 85853 60201
92268 39847 62722
46258 42091 43754
47153 95167 29514
35844 83431 43698
21486 86048 27717
7013 9318 57535
71009 40531 52860
21753 87553 90035
75898 58220 98702
47147 87532 9247
30570 25813 500
49799 958 5782
48862 98721 97893
11324 60558 7273
33593 60742 49124
79952 2542 25726
27034 71780 19033
95655 12953 7236
95458 91944 63509
65389 52800 24309
34568 15196 14951
17311 12932 64400
46703 53262 10107
69630 67311 6776
22314 16384 20812
73309 4078 80731
74678 36122 97697
42611 73745 93659
80290 14567 55406
10085 75010 1256
5439 17214 39348
63178 77775 95649
61031 25683 80563
76965 17425 57410
93345 50900 39360
79252 53622 25146
32901 16127 61260
56016 52225 57182
19433 12032 34563
37392 73738 11964
76800 66808 51389
91882 49874 97345
91112 11463 47341
35390 40368 96754
79258 31872 63894
47445 383 98486
85449 33915 90381
46298 16792 66680
66394 36388 576
57316 33473 79791
62489 40530 61254
18623 53979 36202
96015 624 8104
35052 88236 33693
56706 3749 9843
8482 24518 32949
40067 94049 17235
31863 68456 77874
73936 52281 27620
2566 97558 36246
51818 74667 14648
25298 131 97133
95630 64167 15239
55487 85365 55083
38384 85923 83899
70776 72158 68812
68767 24114 72390
52772 1618 41349
85872 35659 1200
13941 2261 61713
73994 32179 4642
74011 90407 69710
67180 33208 71843
87700 7510 74740
33754 34910 69217
74236 13967 8030
87539 2026 30653
32248 6649 14808
86865 12625 60110
5290 27973 28140
7364 42297 13066
12235 12050 83138
2386 95625 69244
17210 12365 45961
32193 10833 24924
40138 26037 26350
70119 46731 23962
4810 87873 36970
84863 28568 75197
71502 32605 92966
75005 49796 71116
95228 72526 28036
62357 81083 97138
2930 95805 11415
74042 74396 9672
8056 6398 28049
85732 45497 13724
2111 69443 70967
17941 20693 25106
99635 69709 66576
46723 77875 76853
51429 88709 51202
1554 57484 589
40646 79403 62664
6302 22913 99726
58412 30722 66918
2060 43164 11618
81641 72500 39382
10223 84781 27910
99611 44515 22905
20733 59427 9829
60468 10992 81823
36123 42699 6650
10113 1273 30799
19199 9021 22532
23669 48080 68498
25103 68196 1819
20314 29925 31894
82068 59500 73125
2996 93259 86401
16090 20123 7557
37651 66350 49072
40707 11115 59626
72784 7332 99847
84912 3406 5447
52070 95645 51025
24398 53410 9774
39039 57561 98858
55842 11104 12835
68824 28620 26843
10852 61980 51495
40133 3169 91591
69625 77784 94470
86066 97934 13966
25738 77777 20569
30512 22696 73355
36358 73093 25042
50216 24714 74398
94158 20260 93690
19700 59105 41707
12388 68746 11120
92743 14759 13913
30318 91415 20214
15811 72620 30482
79603 45262 63498
63193 88226 53138
41449 91277 40624
65085 43357 89368
81616 16571 42149
82263 43946 45844
53323 43070 5177
44846 72748 810
26736 87344 345
3237 26373 55964
40113 58381 52814
74467 93105 47994
43159 67890 96710
33600 50088 23331
14422 21528 89525
36587 95402 36889
67779 33307 43614
3729 30409 40407
23789 81539 36437
67301 71362 81430
40382 79545 53187
25524 41430 97372
33378 86447 49174
78875 58583 69069
42271 48758 19015
40868 75076 47219
44332 6001 90966
64480 67902 54696
19458 83617 14903
91424 62629 52010
86609 59681 73900
39963 39825 76299
94898 74655 71345
99125 92170 31733
46322 60810 93982
42342 99685 25877
65972 88675 21699
23969 61234 32366
19606 8678 18786
57269 20922 69287
65320 39232 68140
81672 43065 46578
79420 17851 20456
41393 68820 55804
37819 76440 1378
34048 23179 32259
37768 690 37506
30936 49738 38976
14942 78260 77410
56595 30382 38106
42931 18148 55155
92128 51109 85064
49434 30102 74985
14295 15292 69731
62720 54429 28279
16704 93402 45881
28629 85695 60266
75325 71626 67291
29994 75351 65303
83344 40874 3440
77562 83737 23803
5275 30854 43565
7400 23753 43011
1664 66863 59944
61735 94200 36642
10754 33295 90254
56292 27254 29440
14094 72004 20791
74263 33934 66085
16804 48378 3555
93387 54281 97892
21338 34693 54650
321 81680 71721
59753 27051 95851
58135 76969 48718
89940 14152 98263
26223 72050 87686
80298 86975 53971
2512 18133 39697
13053 23498 13944
12960 18739 54701
46956 30930 84496
61700 82867 18497
11627 99109 61144
69880 65424 86009
85149 6093 40120
94442 89742 71602
28061 4196 36920
66058 81589 31873
45559 12468 74823
27311 58004 89542
28780 7846 96406
32004 60673 55715
60843 28300 77533
66965 53337 53694
32156 65855 33294
72585 81251 25783
50002 5201 66199
64257 39207 21575
46590 91449 3737
55513 41086 9421
67781 18143 32349
88619 56403 85642
16868 3104 68893
55162 16405 71088
28327 29925 79421
81531 63729 55255
91171 73584 1564
57125 96022 78920
13797 2328 35367
12072 26979 37257
67557 65179 50475
33952 98219 79726
34118 72136 99935
20961 31414 7415
93269 86415 31698
16053 64734 45628
40515 43887 31608
38084 82325 84487
30804 78333 26628
93221 49563 96766
85988 60405 21223
56070 82549 49567
27774 76700 10670
87804 53348 11130
98160 17401 9390
43554 95713 13083
28012 15449 66791
89566 46846 95858
53589 25455 81212
98471 63160 91217
42172 75205 61009
62529 49738 94039
79997 66924 37336
97823 66062 6312
20922 57056 52461
58642 19101 22890
74609 4673 9391
18276 13433 36910
43037 33000 76310
36778 91014 32814
96750 70557 28441
43452 10480 95286
76593 51312 32597
42392 11713 62769
37257 4989 50157
63917 72816 86048
1858 96616 97301
94490 6492 26473
65652 26261 66002
19260 76087 55853
15467 399 16365
73753 85233 76027
62681 42877 54225
50611 66069 36342
88113 13817 7001
76144 57573 12611
48674 48931 14433
31779 62245 56953
58522 44677 3273
45623 8256 20209
72314 75971 13565
64394 20325 26410
65669 74059 13346
92259 80883 51714
17291 99168 31832
46519 39187 43446
1713 32045 84914
86391 43359 99386
71330 94693 50942
61095 89223 91570
98397 94760 20705
85590 21236 70266
51471 57036 70503
22441 35378 66371
722 35131 9454
11886 91348 94430
59778 3301 9580
4598 57895 78974
23765 95821 16266
69684 71775 19723
3115 20629 49458
52875 80093 81874
19201 27525 64978
92058 98458 56646
84922 75275 26392
53252 2823 66470
34195 75904 45141
65832 70152 24570
47270 43936 36716
85927 16046 14764
68821 47456 37228
13803 1746 758
28302 47502 56700
9988 39697 41160
8587 45805 48907
87665 99760 77354
34134 55076 72115
38937 6719 7763
10496 81779 22948
65071 83046 59229
7321 96296 50443
81076 26474 5805
26587 58235 7028
5421 42225 71595
58339 7506 32632
11478 23970 61161
3700 64043 80950
43957 85576 34185
67789 57814 16918
96439 62250 64411
64386 43911 7508
89892 84181 86746
73663 42341 76493
15503 41136 48844
1206 13786 32372
16838 21636 86346
72054 71663 37751
37713 42187 29627
40323 13772 38282
24082 80096 99920
51968 86715 78932
34051 97089 84017
30402 54556 6708
41175 90492 68932
29909 41229 63436
2104 11060 57113
71827 164 27140
46467 57052 66421
9509 32099 3314
73347 35220 17204
30528 81244 81351
74458 54689 29192
68854 94678 87857
25380 88708 38390
53216 92017 59488
77368 38435 61827
40502 89188 63857
55113 47817 30657
97809 88775 12929
27368 49240 85978
44900 90683 97119
462 63991 1213
45498 91725 76691
82615 68889 66112
15630 12291 27983
22385 42418 41017
96161 80721 95847
13087 6282 14607
58787 3570 53824
52008 71157 67308
93337 65819 82562
50092 48039 37541
30196 20259 93251
16114 26254 98343
14250 8063 32633
48348 93303 8971
71494 22965 65727
71872 32602 8338
36527 12502 16788
6037 73180 64536
70557 63945 74694
63338 30375 71490
48221 31958 27843
37880 42825 45415
37590 99846 25777
28870 43845 17420
52796 9269 77567
25714 84011 26269
92726 88213 91703
93001 20422 94575
44886 25088 75557
51268 45554 45521
38140 28128 94384
230 73007 35022
15889 71539 97365
27348 8478 75013
71882 57163 33549
59509 79024 13278
91803 77542 1082
64976 16878 15003
27668 89162 25355
89424 73903 31984
33970 95865 11291
50025 22717 43348
6777 86837 97300
97419 94069 38531
39537 30703 32668
86564 92082 27689
18297 78869 77754
24894 15291 61922
56102 66684 80945
6410 96342 44914
86790 1629 90830
18889 24972 30182
60364 36035 49316
77269 21292 66790
59150 21484 88592
56253 83812 60528
97544 56873 46826
33824 1024 10645
7124 92360 81977
83059 21110 82638
11052 77335 53877
52843 80047 79517
96708 21304 37469
36060 81503 330
71091 29335 904
13564 38419 34019
65938 91043 85814
56843 13093 86387
397 64023 66247
16046 60017 44856
32228 18317 27917
59803 18123 23242
10097 56781 45111
32330 96273 64213
14043 87452 79450
7448 77893 91791
85699 79024 91029
36295 80168 17906
68710 34694 20666
99901 39074 3948
54605 57881 9157
66876 9509 32946
29814 56530 31396
51231 72342 10201
38562 38301 84469
43238 4314 49646
62655 40560 16424
83197 8482 44177
98595 9934 49161
22879 63330 3936
26373 68507 19929
73682 22144 81505
39121 70877 43032
67700 27307 1002
43127 41785 3937
30968 85684 29032
91680 84095 42152
53898 77891 52531
6409 94048 85295
95927 10189 6477
44918 78988 93824
83 72312 99271
77316 39493 71228
96201 75916 66434
5751 96525 71386
25498 30734 65327
69751 22310 32149
57300 1805 16260
39065 71162 82194
51988 54330 9223
57576 3328 97653
93662 97978 16804
92449 40860 81920
91153 10834 26013
24745 93283 82772
79277 68024 743
43145 92654 34169
13036 87719 60688
19901 40260 28679
12371 59723 65173
53751 62760 80348
98956 49258 19871
4526 20812 97621
34913 14369 89214
6535 43497 55060
47678 75352 58398
31005 157 48016
61699 97180 99795
70125 56202 29122
28476 86541 70933
68360 84723 46577
53680 10313 37045
77929 65969 65102
72104 37303 19465
16553 2426 79874
93636 31819 65399
67366 52144 19111
91684 9199 7004
82240 28813 6675
57294 81935 92648
14476 27428 56775
95668 22742 57819
98582 11895 94810
31178 81559 56913
58890 16529 51573
92 76652 70782
52494 35522 30600
30531 74139 28764
43310 62430 36051
77513 97988 44478
20951 74613 27168
38585 14105 98920
49848 60086 8380
22119 9369 47914
33668 71619 15431
9025 948 36215
79860 98622 659
33993 61643 29094
98949 79163 17730
24295 20492 16545
33324 32231 89363
50412 71393 60643
15963 97145 34246
6063 18914 84488
53384 24622 45342
48038 37776 14583
82991 74081 24754
748 11050 79467
98347 58936 57734
89519 59245 45363
12146 35493 27737
90953 51162 32114
82337 96189 92794
43170 66426 52336
47614 79726 85086
93171 51645 25098
28886 27024 33510
35591 46805 25529
73854 5578 72076
71706 14668 93740
24103 97731 91280
39511 94629 6853
80087 43053 37004
52814 83654 51587
32627 34455 3874
78131 57142 63760
35880 23094 59243
47884 11762 17594
51197 95720 19371
21031 77696 43041
66756 14757 17608
87692 75952 13737
91225 61857 70232
45095 69722 25024
96164 4313 16582
39373 38724 58576
77445 61512 5139
92256 18350 92366
62071 77052 62242
56780 69558 14090
56648 22700 11345
61979 3348 2861
2973 59271 31623
67209 37553 38288
27360 43445 92396
17118 64520 87986
23083 77583 13049
13692 68963 4896
32694 39807 50858
28848 45245 5108
35042 38855 26890
83077 2668 15840
26005 71588 59422
95551 91769 6231
19452 53833 79952
73804 5412 33078
43793 6024 40399
37911 76015 15641
95852 82424 65903
69307 60360 20002
52427 64820 10762
73143 3836 6790
25807 75250 84426
38814 50092 78717
57705 66297 93597
40996 10412 86371
71003 25549 64214
70676 61103 53560
65000 41564 555
20322 73595 26498
80539 90989 98557
71707 24501 13423
69702 64995 85524
24090 71751 89056
94523 97435 70582
68164 15752 44714
51980 87753 15100
35467 57114 56848
2874 32248 53326
84308 86643 30896
96201 70189 60596
59186 87564 17721
35904 20543 29850
51918 44864 12995
3651 61414 5072
86677 88294 40104
97650 58397 60209
85778 61301 30609
58356 81175 42220
8801 8069 30627
12912 61847 61967
62885 93266 84122
86693 46695 82024
80443 42848 96484
37981 88975 90963
61040 97640 79751
52892 61590 74839
45913 35652 63434
24854 41976 31878
23594 34601 53120
7183 11476 52839
58153 24240 77537
87959 91886 25900
1677 49088 64324
73339 72580 9228
42315 21492 29064
94758 20059 30008
62294 63966 16457
78924 48885 80121
70724 11191 18430
78249 60435 73007
36373 2660 16653
76487 65036 68673
51849 16348 88142
77108 89094 8092
88862 71174 49990
35857 42718 49287
6558 73117 86467
86977 62927 36130
58474 31564 28430
3197 21922 18049
80682 2557 37982
61153 376 46730
70446 32298 12292
25566 50707 18774
38224 64686 13725
93767 42985 47055
55386 10842 46406
3118 48081 60789
6374 26817 29071
55547 75469 49991
27413 82798 73027
7124 65162 45647
89202 81209 83446
64841 606 11513
81987 50117 95278
51605 26428 33992
46364 76991 69348
37678 19604 77673
3946 40577 82688
76280 60259 96651
95222 39078 95280
50789 62618 15041
34136 66422 4956
85762 6194 95126
84090 5233 63720
29447 79536 92603
20898 15159 33888
53341 5620 22795
56203 38678 78322
88081 61914 75031
2727 71926 28996
65191 83591 76797
89554 22782 64560
3887 60102 44320
75036 12425 82130
23525 9845 85401
71858 206 77336
15906 95864 61031
58023 76423 10048
6790 14230 17545
93309 56263 9416
3401 2334 49648
78615 67337 13996
61011 92845 4942
81573 93743 42361
56631 153 6532
64346 88342 62666
18529 10333 4863
693 29851 36523
67289 61573 8875
51587 89926 14993
51042 80709 54910
71823 10937 98981
63279 86959 14278
86410 205 49191
26862 86787 97053
72384 20748 69689
77467 34934 97967
4536 40681 71666
33975 79692 59251
3877 88068 71553
94450 98454 86304
2603 32310 56942
57015 16024 95874
63000 63126 66360
35827 99086 63803
81115 36263 85307
44180 18931 26444
97127 30519 34349
20119 86232 77358
36166 52234 97415
68341 48756 25446
8854 75937 15271
1374 20890 39988
99572 80421 32106
11349 93241 27615
53454 87742 70099
43836 42038 92351
55180 4040 70306
87443 51129 10493
27055 8543 99620
77932 6826 56041
59596 89137 57310
77095 2243 48938
63237 28542 10097
72730 24035 37140
57594 58646 37293
63426 87912 48726
13069 1508 51098
6753 58337 86354
83275 81199 43425
47685 82883 43365
28789 23116 79141
66885 87274 24009
81361 69854 11219
86617 80270 43435
9739 47919 21021
75977 82636 40356
9399 54214 74998
52295 96998 26535
16315 59836 80582
71601 84367 66818
46792 42361 83645
13521 81365 6781
95350 79921 27432
49793 89224 67362
67909 31884 71147
91036 42910 97083
50373 4855 9723
18856 19015 29988
25273 62710 44070
46126 33770 58546
86228 26810 57437
54816 10662 58963
31817 61658 8963
88241 88070 79443
72495 78616 54513
53514 95542 79797
18790 29889 17155
70434 56535 16616
93384 38306 19795
90281 86943 27597
28236 30631 87156
16840 31823 42083
17338 54671 42831
75580 55706 66991
24268 56908 11044
34943 48341 80561
55628 68703 76257
71258 23515 67511
49849 56268 3234
59880 74187 23619
8061 4330 7050
66839 12628 37510
54647 44112 4239
51966 47671 16261
37483 81499 78459
43105 86575 55999
97138 76490 36948
79817 18922 76062
65474 72736 32813
92178 13377 95749
13894 44980 99223
44571 9419 41391
49927 81927 42455
26987 57246 33845
75754 43115 33054
14974 43163 98871
69645 52376 7505
84366 78595 99126
54591 33363 24582
69125 70166 94017
3800 93860 81289
75541 43450 67371
26188 95828 56780
21230 60691 40345
60584 37189 22079
59361 55341 13943
86208 23888 41383
27221 68805 6143
36499 49538 60334
91318 62463 19347
39762 83286 16767
38715 53316 72740
49612 54874 14568
95559 10411 67243
89024 34773 3586
95476 37471 68916
70881 70923 73626
62690 37788 27243
87749 71233 16487
1785 33224 4435
82273 71767 65766
93350 71471 98056
49264 63433 22907
46434 66378 29159
42834 84047 71382
44272 33470 50095
65323 3978 6689
51665 33385 98685
42246 19735 22345
76230 72247 82323
90249 70344 54212
4941 82574 18593
42868 57086 34091
13263 93025 37087
25404 14441 39452
48142 53772 74503
14048 76883 41418
13746 49843 17897
38392 51442 94430
75542 82860 47163
24377 22066 51192
74661 59090 56473
54627 90499 44349
33047 91952 59617
54419 21776 43652
49923 57885 42690
20099 92905 20728
41512 52111 9575
43235 95039 77094
45987 93310 34541
44842 93312 6884
24173 5415 47160
72636 16182 58727
55143 99150 57270
36124 40563 86304
18286 42185 65470
83890 87819 58515
84558 36359 15178
60599 7144 83679
75237 3571 68630
74189 39787 79476
47474 70509 16706
58433 46591 52901
87155 53707 25284
56320 56785 9322
87735 13836 86023
51048 7907 83123
67981 30469 28302
6267 45487 71840
74923 69159 5907
31660 68539 58750
84798 27677 70868
67707 62625 41111
62545 61909 47645
40723 50635 28210
52145 72554 64864
63921 7046 54535
57248 13385 28581
73479 58620 9563
34735 86996 78592
